,KIC,numax_apo,dnu_apo,Teff,[M/H]2,kic_kepmag
262,11251136,28.88,3.2,4640.0,0.13,11.453
264,11250488,24.39,2.87,4582.0,-0.11,11.193
267,11252233,31.49,3.73,4792.0,0.09,11.692
268,11251837,28.13,3.45,4602.0,0.25,10.640999999999998
269,11357931,36.16,4.14,4923.0,-0.12,11.427
270,11197457,39.71,4.46,4832.0,0.0,11.534
271,11145563,30.3,3.85,4962.0,-0.37,11.78
272,11146230,32.23,4.4,4975.0,-0.38,10.532
273,10983401,92.86,7.67,5093.0,0.2,10.615
274,11146152,32.0,3.56,4637.0,0.29,11.135
276,11359175,35.32,4.18,4814.0,0.0,11.613
277,11358755,37.03,3.99,4651.0,0.01,11.464
279,11252437,26.83,3.41,4632.0,0.17,11.085
280,11305250,93.81,7.48,5145.0,-0.08,11.234000000000002
283,11146647,30.52,3.36,4615.0,0.03,11.669
284,11199105,32.02,3.76,4591.0,0.38,11.622
285,11199783,45.14,4.68,4891.0,0.12,11.469000000000001
286,11252706,41.73,4.51,4943.0,-0.03,11.687000000000001
287,11360886,44.98,4.19,4723.0,-0.08,11.064
288,11413138,46.02,4.6,4588.0,0.19,11.535
289,11200573,33.66,4.04,4714.0,0.02,11.774000000000001
290,11307599,35.58,4.17,4872.0,-0.36,11.540999999999999
291,11308784,61.58,6.12,4677.0,-0.26,11.448
292,11308660,36.86,4.28,4607.0,0.14,10.911
293,11361765,103.1,9.22,4804.0,-0.33,10.829
294,11414700,37.72,4.22,4790.0,-0.07,11.370999999999999
295,12121377,43.21,4.49,4755.0,-0.1,11.752
297,12121656,37.97,4.25,4816.0,-0.23,11.555
300,11924919,114.52,9.26,4836.0,0.15,10.208
304,11824976,37.1,4.08,4629.0,0.0,11.652000000000001
306,11973853,204.22,14.48,4929.0,-0.12,11.449000000000002
307,12121207,27.4,3.59,4711.0,-0.37,11.515
310,11823838,42.11,4.47,4892.0,-0.51,11.019
311,11722424,22.55,2.72,4569.0,0.09,10.825
314,11971940,47.39,4.69,4586.0,0.35,10.280999999999999
318,11721374,59.96,5.92,4713.0,0.12,11.164000000000001
320,11971123,33.54,3.91,4870.0,-0.11,11.085
321,11970987,43.25,4.66,5006.0,-0.1,11.117
323,11821439,47.82,4.78,4691.0,0.1,10.843
325,11819760,30.52,3.63,4773.0,-0.23,10.795
326,11920678,37.96,4.14,4646.0,0.0,10.332
327,11820688,38.97,4.18,4783.0,0.11,10.587
331,11869095,55.95,5.33,4640.0,0.3,10.48
333,12017985,18.59,2.62,4988.0,-2.2,10.173
334,11868264,34.7,3.33,4963.0,-0.49,11.579
337,11769182,43.57,4.58,4494.0,0.09,10.6
342,12114999,40.0,4.35,4869.0,-0.34,11.73
344,11868246,33.65,3.7,4682.0,0.25,11.603
346,11767058,54.55,5.34,4922.0,-0.08,10.530999999999999
348,11614827,35.21,4.28,4885.0,-0.43,11.517999999999999
349,11716326,217.02,16.7,4789.0,0.13,11.75
351,12418515,35.7,4.06,4888.0,-0.34,11.799000000000001
352,12316494,31.55,3.76,4786.0,-0.24,11.52
353,12367827,39.14,4.22,4849.0,-0.16,11.452
355,12169845,30.43,3.27,4599.0,0.07,10.722999999999999
357,12120230,50.8,5.31,4786.0,-0.34,10.989
358,12217154,47.35,4.65,4814.0,-0.06,10.946
359,12168406,45.33,4.73,4499.0,0.41,11.720999999999998
360,12366461,43.12,4.47,4601.0,0.05,11.295
361,12366537,47.23,4.73,4917.0,-0.18,10.349
362,12470054,158.57,12.51,4863.0,0.14,11.375
364,12070114,39.27,4.25,4766.0,0.05,10.862
365,12070650,40.08,4.43,4955.0,-0.16,10.364
367,12314927,15.18,2.02,4510.0,-0.25,10.798
368,12365293,94.68,7.49,5214.0,0.03,10.249
369,12314910,23.09,2.94,4622.0,-0.32,11.357000000000001
371,12215647,49.26,4.95,4757.0,0.12,10.585
372,12167521,35.62,4.29,4928.0,-0.27,11.026
373,12216750,95.57,8.72,4805.0,-0.04,11.487
374,12118044,64.6,5.94,5009.0,0.03,11.568
375,12117790,113.51,9.44,4952.0,0.02,10.427999999999999
377,12164879,53.08,4.75,5020.0,-0.02,10.677999999999999
378,12116393,61.09,6.24,4688.0,-0.01,11.793
380,12067001,42.61,4.53,4884.0,-0.27,11.044
382,10662618,31.55,3.93,4634.0,-0.02,11.005999999999998
383,10793771,78.09,6.64,4742.0,0.18,10.265999999999998
386,10793872,181.43,14.85,4834.0,-0.26,11.603
387,10858331,28.24,3.8,4780.0,-0.46,11.64
390,10973854,31.07,3.55,4348.0,0.1,11.317
392,10532751,101.1,8.29,5138.0,0.03,10.735999999999999
393,10598558,42.85,4.51,4922.0,-0.06,10.251
396,11028575,36.98,4.27,4836.0,-0.13,11.62
397,11028372,39.48,4.54,4582.0,-0.42,11.630999999999998
398,10918731,45.86,4.6,4643.0,0.3,11.638
402,10859779,79.36,7.26,4687.0,0.26,11.677
403,10859941,30.64,3.96,4688.0,-0.13,11.094000000000001
405,10977629,24.47,3.15,4545.0,0.22,11.556
406,10921258,25.83,3.0,4392.0,0.29,11.777999999999999
409,10799530,36.9,4.3,4739.0,0.16,11.639000000000001
410,10667886,35.7,4.15,4662.0,0.27,11.225
415,10801063,198.14,15.96,4838.0,-0.37,10.38
416,10669123,36.07,4.26,4803.0,-0.11,11.357999999999999
417,10979181,10.95,1.62,4385.0,0.15,11.681
418,10864711,45.26,4.84,4571.0,-0.04,10.845
421,10604460,30.28,3.79,4545.0,0.21,10.922
422,10670445,30.75,3.56,4565.0,-0.11,10.761
423,10736390,67.66,5.78,4987.0,0.18,10.543
424,10735926,35.82,4.26,4874.0,-0.19,11.037
426,10866415,94.42,8.7,4754.0,0.02,11.017999999999999
428,10979742,73.39,6.72,4634.0,0.32,11.54
431,11141358,27.61,3.57,4753.0,-0.34,11.511
433,10206307,31.85,4.06,4700.0,-0.2,11.237
434,10206840,29.66,3.57,4797.0,-0.13,11.502
436,10468528,27.75,3.66,4749.0,-0.11,10.9
437,10402819,54.24,5.28,4957.0,0.07,10.287
438,10467570,33.14,4.04,4567.0,0.3,11.785
441,10272641,89.01,8.09,4883.0,-0.21,11.654000000000002
442,10207321,64.56,6.66,4756.0,-0.52,11.519
443,10207059,84.67,7.38,5012.0,-0.07,11.690999999999999
445,10469976,51.16,4.84,4906.0,-0.03,10.635
446,10599712,38.29,4.1,4719.0,0.03,11.06
450,10666932,36.59,3.93,4615.0,0.23,11.25
451,10600926,30.04,4.04,4868.0,-0.26,11.637
452,10602976,36.21,4.06,4688.0,-0.2,11.695
453,10602374,37.64,4.13,4735.0,0.24,11.714
454,10602015,195.51,17.98,4947.0,0.12,11.227
457,10474071,90.77,7.31,4974.0,0.18,11.704
458,10603170,41.46,4.38,4665.0,0.05,11.578
459,10603958,29.56,3.62,4642.0,-0.42,11.342
460,10473692,92.47,8.62,4778.0,-0.04,11.620999999999999
464,11509792,20.11,2.78,4578.0,-0.2,10.729000000000001
465,11352756,29.04,3.68,4643.0,0.02,10.96
467,11247049,34.2,3.87,4865.0,0.05,11.087
472,11298714,61.58,5.88,4626.0,0.43,11.148
474,11298371,35.55,4.1,4803.0,0.15,10.255
475,11298561,36.75,4.31,4748.0,0.08,11.765
476,11085809,35.9,4.16,4971.0,-0.36,11.725999999999999
477,11138375,34.66,3.9,4770.0,-0.12,11.734000000000002
478,11031040,27.33,3.4,4618.0,0.0,10.959000000000001
479,11191557,70.17,6.25,4868.0,0.0,10.955
482,11244968,23.58,2.68,4488.0,-0.07,11.068
483,11191444,26.98,3.27,4481.0,-0.01,11.235
484,11245307,33.96,3.66,4610.0,0.08,11.779000000000002
485,11244855,36.37,4.25,4629.0,-0.18,11.762
487,11084620,25.99,2.9,4525.0,0.49,11.735999999999999
488,11190768,226.91,17.24,4882.0,0.09,11.713
489,11083701,31.81,3.83,4688.0,0.01,11.792
490,11084022,44.85,4.64,4634.0,-0.02,11.395999999999999
492,11083613,89.1,8.67,4723.0,-0.6,11.629000000000001
495,11083319,44.44,4.21,5091.0,-0.37,10.542
496,11136854,93.23,7.27,4987.0,0.03,10.944
499,11135910,29.5,3.65,4702.0,-0.58,11.102
503,11188067,38.13,4.28,4629.0,0.2,11.01
505,11135286,37.54,4.14,4580.0,0.34,11.408
507,11027005,52.69,6.37,4926.0,0.07,10.587
508,11027337,33.77,3.87,4488.0,-0.02,11.7
510,11293804,34.1,3.94,4401.0,0.02,11.463
512,11294218,18.76,2.43,4366.0,0.01,11.228
515,11026472,91.66,7.71,4762.0,0.17,10.877
518,10857953,32.96,4.02,4724.0,0.18,10.543
521,11612171,36.47,3.97,4785.0,0.22,11.719000000000001
522,11612603,84.8,8.05,4862.0,0.02,11.478
525,11509608,33.94,4.08,4771.0,-0.93,11.73
526,11509277,45.13,4.58,4730.0,0.21,10.997
527,11560939,162.7,12.55,5013.0,0.0,11.72
530,11456449,113.39,9.33,4974.0,0.03,11.659
531,11508970,34.47,3.93,4883.0,-0.16,11.347000000000001
533,11559818,39.67,3.69,4620.0,0.52,10.842
534,11403437,34.15,4.13,4763.0,-0.02,11.642999999999999
535,11351140,32.8,4.07,4945.0,-0.37,10.860999999999999
536,11350954,20.96,2.44,4750.0,-0.23,11.048
537,11455925,30.54,4.06,4750.0,-0.25,11.55
539,11559645,26.17,3.08,4709.0,-0.27,11.642000000000001
540,11661782,60.55,5.76,4923.0,-0.35,11.140999999999998
541,11559478,36.26,4.04,4991.0,-0.38,11.217
542,11455176,36.35,4.22,4831.0,-0.27,11.509
544,11453905,17.14,2.29,4295.0,-0.22,10.724
545,11401466,35.83,4.12,4842.0,-0.15,11.35
547,11453627,31.1,3.96,4612.0,-0.04,11.414000000000001
549,11349014,30.42,3.86,4942.0,-0.64,11.645
550,11295851,93.88,7.54,5047.0,-0.03,11.263
554,9760904,30.57,3.81,4943.0,-0.4,10.517000000000001
555,9700899,33.86,3.91,4784.0,0.03,11.546
557,9761625,9.27,1.4,4421.0,-0.2,11.49
558,9821783,35.0,4.13,4878.0,-0.25,10.415999999999999
559,9881628,28.16,3.9,4726.0,-0.46,11.241
560,9456153,33.52,4.14,4994.0,-0.36,11.244000000000002
563,9579328,33.45,3.79,4543.0,0.6,11.163
565,9882550,36.74,4.3,4785.0,-0.09,11.790999999999999
566,9883123,93.44,8.21,4901.0,-0.11,11.044
567,9702057,27.77,3.55,4651.0,0.16,11.272
568,9883214,28.64,3.77,4726.0,-0.26,11.324000000000002
570,9641246,36.8,4.2,4621.0,-0.02,11.720999999999998
571,9579860,54.82,5.91,4595.0,-0.26,11.575999999999999
572,9640886,34.79,3.95,4347.0,0.23,11.015999999999998
573,9518506,48.84,4.97,4734.0,0.0,10.648
575,9641772,35.04,4.09,4725.0,0.08,10.995
577,9641484,36.16,4.1,4717.0,-0.08,10.800999999999998
578,9580991,61.99,5.66,4926.0,-0.13,11.654000000000002
579,9763419,33.39,4.03,4717.0,0.05,11.554
580,9702841,39.76,4.23,4583.0,0.19,11.662
583,9581445,61.44,5.71,4796.0,0.25,11.782
586,9825039,101.89,8.44,5058.0,-0.08,10.638
588,9644558,28.99,2.97,4930.0,-0.45,11.446
589,9583430,99.73,7.75,4908.0,0.34,11.6
590,9946773,29.78,2.79,5058.0,-0.79,11.49
591,9705636,33.45,3.99,4588.0,0.27,11.630999999999998
593,9704774,35.08,4.06,4679.0,0.03,11.583
596,9583720,55.11,5.66,4694.0,0.08,11.57
597,9706209,30.8,3.93,4881.0,-0.32,11.062999999999999
598,9706194,26.72,3.26,4495.0,-0.11,11.600999999999999
599,9706585,29.98,3.99,4832.0,-0.35,11.415999999999999
600,9767332,113.16,8.6,5013.0,0.15,11.67
606,9145781,242.05,17.58,4948.0,0.07,11.76
608,9145952,33.64,4.05,4674.0,-0.09,11.592
611,9395535,22.37,2.89,4401.0,-0.31,11.792
612,9332840,40.39,4.41,4739.0,0.21,11.54
613,9333290,23.86,2.93,4497.0,0.04,10.975999999999999
614,9333501,27.29,3.45,4594.0,-0.63,11.777999999999999
615,9333184,32.5,4.02,4759.0,-0.23,11.655
617,9396095,30.01,3.92,4677.0,-0.18,11.114
618,9456478,20.54,2.54,4395.0,-0.06,10.785
620,9080445,39.11,4.31,4703.0,-0.17,10.5
621,9080175,47.91,5.31,4659.0,-0.48,10.158
622,9080407,44.91,4.69,4806.0,-0.19,10.282
623,9396363,42.71,4.63,4618.0,-0.02,10.908
626,9147335,49.63,5.0,4797.0,0.14,11.27
628,9211401,28.65,3.38,4851.0,-0.11,10.635
629,9273827,111.01,8.64,4932.0,-0.33,11.257
631,9520156,31.33,4.3,4779.0,-0.08,11.708
633,9336090,32.8,4.05,4768.0,-0.32,11.485999999999999
635,9335518,101.3,9.08,4758.0,0.34,11.395
638,9582005,30.2,3.56,4654.0,0.06,11.440999999999999
639,9521461,56.97,5.34,4804.0,0.06,10.844000000000001
642,10202184,157.53,12.64,4841.0,-0.32,11.725999999999999
643,10136291,33.86,4.07,4648.0,-0.29,11.713
644,10071249,32.48,4.02,4723.0,-0.31,11.082
647,10006852,77.41,6.75,4951.0,-0.08,10.565
648,10005966,30.37,3.83,4676.0,0.3,10.727
651,10068810,48.41,5.32,4726.0,-0.38,11.167
653,9945290,37.56,4.35,4699.0,0.12,11.689
654,10005422,27.04,3.71,4922.0,-0.59,11.472999999999999
658,10267242,27.78,3.59,4720.0,-0.03,11.624
662,10003419,36.15,4.08,4716.0,0.09,11.709000000000001
667,10199187,17.92,2.43,4498.0,-0.32,11.554
668,10132247,61.78,6.47,4729.0,-0.27,11.357000000000001
669,10066568,29.81,4.1,5018.0,-0.88,11.78
670,9942816,40.23,4.45,4982.0,-0.43,11.540999999999999
671,9882446,49.53,4.97,4739.0,0.1,10.582
672,10065848,30.32,4.02,4780.0,-0.47,11.129000000000001
673,10002647,37.61,4.26,4883.0,-0.23,11.519
676,10328498,43.31,4.48,4776.0,-0.11,11.169
679,9881167,32.7,3.84,4705.0,0.04,11.513
682,10196797,30.87,4.04,4816.0,-0.25,10.975
683,10196240,34.66,4.04,4665.0,0.11,10.808
687,9941141,88.72,7.93,4715.0,0.32,11.408
688,9820702,61.14,5.95,4858.0,-0.17,10.236
689,10659100,26.63,3.25,4607.0,0.08,10.411
695,10593078,203.91,15.35,4939.0,0.18,11.567
697,10592924,52.6,5.39,4848.0,-0.38,11.700999999999999
700,10724027,31.66,3.93,4631.0,-0.24,11.375
701,10723388,31.24,3.99,4726.0,-0.16,11.482000000000001
706,10527661,31.48,4.45,5131.0,-0.94,10.681
707,10592249,37.13,4.17,4730.0,0.17,11.796
710,10721900,36.77,3.93,4575.0,0.22,11.628
713,10461757,25.92,3.48,4896.0,-0.55,11.067
714,10395638,42.4,4.45,4654.0,0.14,10.187000000000001
715,10198347,40.1,4.53,4993.0,-0.3,10.289000000000001
717,10525475,39.19,4.29,4747.0,-0.3,10.780999999999999
718,10525282,35.48,4.11,4856.0,-0.29,10.535
719,10525595,117.25,9.39,4860.0,-0.04,11.210999999999999
720,10590683,27.15,3.72,4840.0,-0.26,11.710999999999999
722,10524715,62.91,6.27,4923.0,-0.33,11.328
723,10394814,204.13,17.16,5140.0,-0.26,10.644
724,10459696,61.05,5.88,4558.0,0.17,11.113
725,10394570,34.06,3.97,4747.0,0.2,11.815999999999999
726,8479182,33.92,3.95,4668.0,-0.06,11.415
729,8607581,35.83,4.35,4871.0,-0.2,10.667
731,8737032,42.28,4.43,4737.0,-0.04,10.197000000000001
732,8802374,31.65,3.6,4677.0,-0.3,10.954
733,8867740,22.2,2.94,4551.0,-0.52,11.59
735,8479383,32.05,4.04,4648.0,-0.14,10.232000000000001
741,8479780,40.15,4.37,5016.0,-0.31,11.368
743,8674581,29.41,4.03,4782.0,-0.13,10.940999999999999
744,8739118,34.02,3.84,4570.0,0.41,10.157
745,8738834,31.86,3.81,4639.0,0.45,10.550999999999998
747,8804395,25.41,3.24,4632.0,0.09,11.735999999999999
749,8675106,72.13,6.64,4681.0,0.29,10.607000000000001
753,8676094,28.87,3.52,4491.0,0.3,11.14
754,8611114,34.27,4.22,4747.0,-0.18,10.649000000000001
756,8805565,34.76,3.96,4495.0,-0.13,10.482000000000001
757,8805663,49.25,4.51,4923.0,0.21,10.593
761,8612520,41.53,4.2,4708.0,0.13,11.725
765,8872979,77.05,6.39,5091.0,0.03,10.76
767,8613617,169.45,13.43,4922.0,-0.04,11.585
771,8742013,25.12,3.16,4729.0,-0.54,10.632
772,8677342,51.3,5.18,4743.0,-0.05,11.295
773,8742545,140.8,12.09,4961.0,-0.29,11.450999999999999
775,9077844,47.07,4.72,4716.0,0.55,10.193999999999999
776,8941202,34.03,4.11,4825.0,-0.22,11.764000000000001
778,8081278,33.81,3.82,4523.0,0.08,11.647
781,8283646,66.02,6.06,4699.0,0.21,11.466
782,8283356,133.38,11.11,4704.0,0.18,11.63
784,8081535,42.24,4.53,4673.0,0.24,11.175999999999998
786,8415501,31.48,3.59,4611.0,-0.25,11.788
787,8350443,31.72,3.98,4703.0,-0.21,10.780999999999999
788,8350645,54.27,5.21,4577.0,0.14,10.82
789,8283958,37.24,4.05,4640.0,-0.24,10.354000000000001
790,8284032,38.23,4.26,4706.0,-0.37,11.697000000000001
794,8545291,55.1,5.81,4665.0,-0.12,11.200999999999999
795,8545504,108.37,9.2,4919.0,-0.05,11.689
798,8284682,29.65,3.55,4575.0,0.31,10.829
800,8285510,24.46,3.06,4679.0,-0.38,10.169
803,8482522,32.68,3.95,4559.0,0.52,11.682
808,9269772,57.79,5.88,4588.0,0.1,11.512
810,9143834,15.82,2.27,4528.0,-0.59,11.807
811,9143868,35.96,4.22,4629.0,0.18,10.953
813,9008270,34.47,3.99,4835.0,0.02,10.372
818,9392039,36.49,4.04,4797.0,-0.18,11.562999999999999
822,9142574,26.77,3.74,4842.0,-0.48,11.495999999999999
826,9205705,25.23,3.15,4685.0,-0.39,10.991
829,9329058,41.26,4.52,4802.0,-0.06,10.335999999999999
830,9329200,74.65,6.79,4554.0,0.36,11.204
831,8937073,24.69,3.23,4534.0,0.06,11.431
834,9328135,55.29,5.73,4564.0,0.09,10.925999999999998
835,9139859,72.71,6.81,4615.0,0.37,11.636
836,9004448,27.01,3.45,4651.0,0.13,11.405999999999999
838,9202995,29.28,3.82,4735.0,-0.17,10.927999999999999
841,9003765,59.22,6.02,4599.0,0.04,11.485
847,9002344,43.41,4.37,4677.0,-0.09,11.626
849,8934264,8.69,1.43,4342.0,-0.39,11.552999999999999
850,8671819,30.24,4.04,4934.0,-0.44,11.536
853,9453362,35.26,4.18,4922.0,-0.29,11.395
858,9818513,32.24,3.83,4626.0,0.48,11.709000000000001
859,9758246,22.51,2.8,4524.0,-0.18,10.629000000000001
861,9451434,27.72,3.52,4654.0,-0.05,11.35
863,9451999,34.11,4.23,4936.0,-0.4,11.103
864,9574650,105.72,9.52,4860.0,-0.37,11.754000000000001
866,9635603,32.21,4.13,4883.0,-0.2,11.686
869,9390293,31.9,3.72,4613.0,0.21,11.780999999999999
872,9635388,39.84,4.43,4710.0,0.27,11.377
873,9450786,28.28,3.62,4813.0,-0.34,11.435
876,9511938,48.32,4.88,4580.0,0.17,11.329
880,10023439,64.84,6.47,4556.0,0.12,11.222000000000001
881,10087394,57.71,5.93,4685.0,0.1,10.857999999999999
882,10153739,98.79,7.92,4907.0,0.23,11.575
884,10286616,33.63,4.0,4674.0,-0.37,11.672
885,10220795,47.37,4.85,4945.0,-0.15,10.502
886,10220213,227.67,16.25,5000.0,-0.12,11.665
887,10025321,132.59,10.43,4843.0,0.07,11.654000000000002
888,9903915,67.36,5.95,4784.0,0.3,11.305
889,10025387,139.32,11.4,4845.0,0.16,11.652000000000001
890,9904563,38.63,4.25,4731.0,0.05,11.82
892,10155731,35.85,4.24,4646.0,0.09,11.03
895,10090400,33.21,3.82,4570.0,0.41,11.365
896,10290457,31.17,4.0,4582.0,0.11,11.544
897,10157507,67.02,6.6,4743.0,-0.02,10.585999999999999
898,10224100,90.15,7.57,4994.0,0.12,11.165
902,10224535,37.37,4.24,4688.0,0.05,11.355
903,10159217,54.36,5.36,4543.0,0.21,11.674000000000001
905,9968040,43.07,4.99,4741.0,-0.73,11.642999999999999
906,9967351,59.62,5.63,4629.0,-0.15,10.839
907,9967174,55.23,5.2,4820.0,-0.03,10.347000000000001
908,9967700,106.75,9.63,4966.0,-0.45,10.395
909,9966823,32.71,4.01,4548.0,0.13,11.703
913,9968249,90.31,7.78,4805.0,0.21,10.964
914,10161943,59.65,6.21,4555.0,-0.34,11.617
916,9970467,45.34,4.68,4441.0,0.15,10.722999999999999
917,10095409,38.6,4.14,4380.0,-0.03,11.689
919,9851743,43.72,4.65,4651.0,0.06,10.457
921,10162765,83.24,7.76,4774.0,0.18,11.118
922,10229796,48.44,4.82,4705.0,-0.04,10.600999999999999
923,10163776,74.3,6.34,4840.0,0.04,11.463
924,10297313,100.24,7.77,4780.0,0.35,11.625
926,10362043,39.07,4.5,4714.0,-0.36,10.45
928,9662343,43.7,4.87,4824.0,-0.17,11.55
929,9540226,26.88,3.15,4508.0,-0.2,11.672
933,9843358,31.67,4.04,4677.0,-0.14,11.225
934,9662395,48.77,4.42,4648.0,0.16,11.448
935,9724324,40.65,4.58,4720.0,-0.23,11.19
936,9724882,36.88,4.4,4849.0,-0.24,11.364
937,9542218,56.62,5.75,4483.0,0.31,11.695
940,9846877,36.8,4.39,4711.0,0.08,11.745
941,9906278,44.55,4.62,4730.0,0.14,11.456
943,9785675,24.52,3.56,4504.0,0.4,11.533
944,9786625,45.84,4.63,4553.0,0.14,11.7
945,9605294,30.44,3.97,4574.0,-0.02,11.300999999999998
946,9604524,46.7,4.64,4696.0,0.26,10.745999999999999
947,9726814,46.12,4.67,4488.0,0.27,11.395999999999999
948,9847893,23.7,3.68,5027.0,-0.52,11.085
950,9727392,39.26,4.42,4892.0,-0.15,10.934000000000001
951,9728284,48.33,4.88,4671.0,-0.03,11.401
952,9727675,68.43,6.0,4825.0,0.33,11.68
953,9728845,28.15,3.09,4421.0,0.41,11.165
955,9788834,31.59,3.78,4526.0,0.11,11.499
956,9909804,37.26,4.42,4753.0,-0.31,10.75
958,9790050,55.72,5.28,4827.0,0.15,10.651
960,10817660,48.96,4.78,4865.0,-0.22,10.880999999999998
961,10880958,33.23,4.1,4514.0,-0.07,10.562999999999999
962,10881810,146.81,11.77,4796.0,-0.06,11.369000000000002
963,10753962,107.49,7.9,4846.0,0.05,11.811
964,10684837,88.09,7.06,5032.0,-0.28,10.642000000000001
966,10553844,59.32,5.76,4753.0,-0.26,11.097999999999999
968,10492041,44.57,4.5,4607.0,0.1,11.431
969,10555186,160.67,12.39,4817.0,0.01,11.092
971,10683647,36.96,4.08,4656.0,0.41,10.182
972,10816214,46.18,4.79,4755.0,-0.01,11.445
973,10816748,32.16,3.79,4594.0,-0.31,11.718
974,10488243,36.53,4.13,4706.0,-0.11,11.773
976,10357764,41.73,4.48,4668.0,0.19,10.787
977,10358632,33.3,4.11,4584.0,-0.19,11.286
978,10291535,122.34,8.48,4917.0,-0.14,11.637
979,10552202,38.94,4.37,4784.0,-0.63,11.652000000000001
980,10489073,34.57,4.07,4676.0,0.34,11.751
982,10552972,183.17,13.81,5055.0,-0.41,10.72
983,10552614,43.94,4.62,4764.0,-0.04,11.353
984,10618005,31.13,3.81,4674.0,-0.13,11.720999999999998
985,10747862,30.79,3.71,4538.0,-0.44,11.365
986,10749112,46.02,5.22,4777.0,-0.41,11.698
987,10420822,76.15,6.63,4900.0,0.15,10.886
988,10355672,36.29,4.06,4637.0,0.46,10.495
989,10356057,64.74,6.5,4677.0,-0.22,11.218
991,10614707,35.04,4.17,4819.0,-0.22,10.932
993,10614602,18.27,2.37,4563.0,-0.4,11.099
994,10485765,63.84,6.05,4743.0,-0.09,11.477
996,10483504,103.29,8.58,4952.0,-0.17,11.647
997,10678016,30.93,3.72,4632.0,-0.59,11.790999999999999
998,10613466,36.82,4.21,4538.0,0.32,11.263
999,10546977,42.79,4.34,4596.0,-0.02,11.33
1000,10613112,45.92,4.59,4879.0,-0.08,11.749
1001,10417308,30.18,3.77,4818.0,-0.67,11.331
1002,10353044,33.43,4.11,4753.0,-0.21,10.933
1003,10352615,62.28,5.67,4869.0,-0.03,10.824000000000002
1004,10287323,46.7,5.02,4615.0,-0.11,11.55
1005,10610250,152.43,12.57,4687.0,0.19,11.46
1006,10545152,35.0,4.54,4601.0,-0.17,10.443
1007,10742794,29.21,3.87,4783.0,-0.24,11.81
1008,10480806,67.76,6.46,4657.0,-0.06,10.793
1009,10285722,50.37,4.98,4765.0,0.14,10.404000000000002
1010,10482001,55.2,5.04,4853.0,0.2,10.504000000000001
1011,10416550,47.81,5.01,4756.0,-0.24,11.45
1012,10086465,40.65,4.35,4648.0,0.14,11.390999999999998
1014,10991271,76.81,6.39,4986.0,0.05,11.452
1015,11045572,63.3,6.01,4668.0,0.18,11.248
1016,11152823,45.19,4.44,4882.0,-0.11,10.357000000000001
1017,11152753,44.04,4.62,4753.0,0.18,11.48
1018,10992126,7.88,1.41,4364.0,-0.55,10.857999999999999
1021,10936814,37.44,4.28,4697.0,-0.04,10.792
1023,10991673,40.86,4.38,4528.0,-0.02,11.344000000000001
1024,11204531,40.92,4.21,4795.0,-0.25,10.743
1025,11044315,61.3,5.21,4915.0,-0.02,10.915999999999999
1026,11152312,33.91,4.05,4755.0,-0.11,11.475
1027,10935853,64.72,5.92,4916.0,-0.05,11.556
1028,10934758,47.9,4.58,4837.0,0.1,10.600999999999999
1029,10877915,18.43,2.34,4548.0,-0.23,11.297
1032,11043832,59.85,5.62,4748.0,0.12,10.870999999999999
1035,10747240,35.07,4.04,4918.0,0.01,11.575999999999999
1038,10873444,56.44,5.44,4756.0,0.18,10.261
1039,10743092,18.48,2.53,4568.0,-0.48,11.614
1040,10743515,45.06,4.53,4687.0,0.22,11.738
1041,10809457,36.64,4.37,4728.0,0.05,11.552
1043,8955683,47.16,4.71,4869.0,-0.06,11.214
1044,9025029,39.68,4.38,4657.0,-0.09,10.751
1046,9157260,235.4,17.45,4883.0,-0.18,11.734000000000002
1047,9220076,33.6,4.14,4772.0,-0.03,11.373
1049,9283816,43.02,4.63,4763.0,-0.01,10.735
1050,9283918,52.03,4.89,4824.0,0.18,10.852
1051,9025882,34.59,4.16,4509.0,0.33,11.190999999999999
1054,9346602,55.58,5.0,4775.0,-0.04,10.512
1055,9469165,28.64,4.02,4753.0,-0.78,10.949000000000002
1056,9408361,63.8,5.31,4856.0,0.21,11.444
1058,9222389,31.11,3.57,4592.0,-0.16,11.640999999999998
1060,9409513,71.17,6.03,5038.0,0.05,10.286
1061,9027871,42.91,4.25,4540.0,0.22,11.367
1063,9350701,58.37,5.6,4882.0,0.09,11.415
1064,9350031,52.57,5.74,4602.0,-0.42,11.578
1065,9411366,49.59,5.01,4830.0,-0.17,11.655
1066,9163153,153.93,12.44,4564.0,0.46,11.543
1070,9100444,51.76,5.11,4653.0,0.39,11.048
1071,9163785,46.47,4.74,4511.0,-0.16,11.373
1072,9351617,39.54,4.35,4781.0,0.0,11.539000000000001
1073,9351186,33.73,3.87,4537.0,0.16,11.11
1074,9414068,10.11,1.63,4344.0,-0.65,11.777000000000001
1077,9034557,41.99,4.31,4643.0,0.29,11.481
1078,9229601,46.0,4.7,4805.0,-0.07,11.634
1079,9292408,29.36,3.46,4580.0,0.36,11.727
1080,9291249,44.72,4.55,4519.0,0.22,11.442
1081,9291830,45.98,4.4,4789.0,0.05,11.017999999999999
1082,9291976,31.41,3.93,4555.0,0.05,11.614
1084,9353187,78.91,6.57,4851.0,0.17,11.024000000000001
1085,9475697,112.52,9.82,4651.0,0.13,11.128
1086,9353531,29.91,3.9,4674.0,-0.21,11.457
1087,8564559,44.31,4.68,4743.0,-0.06,11.515
