f0,SNR_Kepler,Pdet_Kepler,SNR_TESS365,Pdet_TESS365,SNR_TESS27,Pdet_TESS27
37.09704014,11.024281338,0.846766664553,4.00363585784,0.670514907747,4.68910118841,0.703597104928
41.6682128983,40.2935477317,0.952720486495,18.0854777119,0.900512063427,9.02784546826,0.819185572072
46.4426373062,20.4356141882,0.910917752658,10.7050771784,0.842934498761,14.2112858842,0.87679565047
51.072360458,30.0911555801,0.937698345113,38.9634093201,0.951185877997,2.31170716663,0.546665527734
55.8905412026,13.0772663168,0.867557889008,6.36978177795,0.762327934219,4.368678044,0.688988164307
