f0,SNR_Kepler,Pdet_Kepler,SNR_TESS365,Pdet_TESS365,SNR_TESS27,Pdet_TESS27,SNR_TESS100,Pdet_TESS100
30.1583030404,18.8114552517,1.0,7.10769629576,1.0,2.55876921965,1.0,0.563598023137,0.278287331888
34.1801186169,30.1427248691,1.0,4.59881435065,1.0,4.45857098795,1.0,4.5745872515,0.698534327817
38.6449328732,42.7408038129,1.0,2.19306895304,1.0,0.10712661951,0.0,4.95094742577,0.714565267132
42.9740723622,39.4857982177,1.0,4.18756952281,1.0,0.544654949957,0.0,12.4450900401,0.86178178715
47.360561393,28.3317414221,1.0,3.11844520274,1.0,0.0143805213824,0.0,1.2481484262,0.410811430112
