KIC,numax,Dnu,Teff,[M/H]2,kic_kepmag,Bmag,Vmag,B-V,V-I,Imag,Pdet1,Pdet2,Pdet3
10587122.0,37.36,4.30056458816,4610.0,0.17,7.87529585804,9.28529585804,8.16529585804,1.12,1.0864325509,7.07886330714,0.41921806864,0.411087356383,0.150432673989
7014894.0,73.9,6.48565302389,4971.0,0.15,7.51539997334,8.77439977334,7.71439977334,1.06,1.03688560322,6.67751417012,0.762926642062,0.655899408299,0.728915605884
11665692.0,67.79,5.90278243737,4891.0,0.43,7.47674701582,8.84674671582,7.70674671582,1.14,1.10401970585,6.60272700997,0.668907545923,0.306125706311,0.85181836232
10522084.0,45.76,4.76305862063,4787.0,-0.01,11.1112327875,12.4052324875,11.4152324875,0.99,0.983761279802,10.4314712077,0.534288381503,0.808308612296,0.561824187142
9517698.0,42.22,4.54015127552,4855.0,0.06,8.67699414958,10.0419937496,8.94199374958,1.1,1.06941272047,7.87258102911,0.455418108355,0.537558260534,0.629373226104
11496569.0,66.35,6.10419310706,4849.0,0.04,12.6356133971,13.9856137971,12.9156137971,1.07,1.04484362146,11.8707701756,0.262897930376,0.282562004915,0.572154663591
11969378.0,38.1,4.34065875257,4849.0,0.06,8.48960431281,9.84060441281,8.76060441281,1.08,1.05291332497,7.70769108784,0.841752421406,0.869492632207,0.539171406032
11234897.0,61.32,5.1270290049,4972.0,0.15,9.68862334432,10.8246231443,9.92462314432,0.9,0.91933393294,9.00528921138,0.583313461917,0.29953391273,0.810926887629
9634962.0,34.65,3.97812532861,4704.0,0.29,7.98893319806,9.44993359806,8.24993359806,1.2,1.16062376182,7.08930983624,0.813220708594,0.6927339922,0.6435945147
11819363.0,49.97,5.33924449337,4915.0,-0.54,6.90029398952,8.24729438952,7.29729438952,0.95,0.954841289507,6.34245310001,0.842888147417,0.673933404838,0.413014478488
10359999.0,45.27,4.69837526567,4886.0,0.04,10.2184880493,10.2004879493,9.87048794926,0.33,0.382538041073,9.48794990819,0.781995808239,0.890913108136,0.689741289576
11615617.0,103.54,8.0656936686,5065.0,0.26,9.78492507316,11.0469249732,10.0269249732,1.02,1.00604177552,9.02088319764,0.764905451943,0.543443749153,0.225318028226
11600024.0,35.72,4.19453192189,4825.0,-0.21,11.1063179638,12.4273175638,11.3373175638,1.09,1.06110097375,10.27621659,0.34948709278,0.493011200247,0.389113470762
10812837.0,57.66,5.3864081185,5003.0,-0.13,10.9023200012,12.1223205012,11.1023205012,1.02,1.00604177552,10.0962787257,0.765595918338,0.216987179747,0.182153867327
3833399.0,37.8,4.1167766127,4781.0,-0.02,9.30658421909,10.7985838191,9.64858381909,1.15,1.11304014113,8.53554367796,0.518506752365,0.774153343377,0.587029791965
8543200.0,40.75,4.41716647276,4968.0,-0.15,7.68002656859,8.87902656859,7.92902656859,0.95,0.954841289507,6.97418527908,0.588577988856,0.691839956019,0.791810480355
9575645.0,46.38,4.71181432614,4948.0,0.06,11.7903971458,13.0633966458,12.0833966458,0.98,0.97646070987,11.1069359359,0.192842501744,0.574882043941,0.464688149874
3427850.0,26.76,3.43547223944,4804.0,-0.3,7.07096338554,8.41396358554,7.31396358554,1.1,1.06941272047,6.24455086507,0.356775974696,0.597750676108,0.624467451678
11029423.0,74.38,7.2808655148,4682.0,-0.05,12.2733229313,13.6873231313,12.5673231313,1.12,1.0864325509,11.4808905804,0.869303045267,0.647090549317,0.369037456421
7944038.0,19.86,2.30276474375,4512.0,-0.01,11.3632861402,12.7722859402,11.5622859402,1.21,1.17067197412,10.3916139661,0.367879441171,0.367879441171,0.367879441171
11550492.0,93.01,8.65014679899,4685.0,-0.06,12.6549429299,14.0539428299,12.9139428299,1.14,1.10401970585,11.809923124,0.411879781154,0.39283569902,0.416116631645
10146348.0,70.03,6.03004858183,4760.0,0.11,12.2237203835,13.5347204835,12.4547204835,1.08,1.05291332497,11.4018071586,0.193481304985,0.622914305658,0.203139895569
9518802.0,92.0,7.38821609869,5187.0,-0.1,7.65622109176,8.80922129176,7.91922129176,0.89,0.912249154785,7.00697213698,0.630011214357,0.592801996225,0.345309676667
