KIC,Kp,dnu,numax
9535399.0,9.6520004,5.69389495994,63.8356872154
6273063.0,9.7010002,3.6306620825,32.2725291447
10879372.0,10.137,3.76703226191,33.4791645198
8872709.0,9.7779999,4.29321046502,38.7501133458
11337883.0,9.6090002,11.670848584,142.461773815
11126673.0,9.677,5.63897330557,57.1842232243
11618522.0,9.9919996,5.37456543913,59.828944952
9327993.0,9.8079996,3.93824332978,39.2502669273
10802837.0,9.8369999,5.48358047517,54.9904359711
9846355.0,9.5270004,3.87323998328,30.6163235278
10090853.0,9.7340002,4.08371520789,40.7669961613
10093930.0,9.6689997,4.01651203798,35.9472770134
9406415.0,9.9250002,5.16115439347,51.9445877037
0.0,0.0,0.0,0.0
9602917.0,9.8999996,4.00337500452,31.8186720527
2831788.0,10.007,5.45520940441,55.1882683862
10550429.0,9.6070004,10.6754840775,130.849079653
0.0,0.0,0.0,0.0
9705687.0,9.5819998,6.59668979801,73.3190576943
6587245.0,9.816,2.73539260984,24.4169175715
9408590.0,9.7010002,4.53221138049,45.6277275282
10592802.0,9.9580002,4.04475067108,32.0202668938
9517542.0,10.004,2.6325539867,18.5917708028
11904929.0,9.8660002,4.61933682713,51.3244031023
8085964.0,9.8940001,7.40935126477,89.9875794823
11495120.0,9.5340004,5.72392475634,63.8949132958
9472481.0,9.9890003,5.49414981074,60.8619356611
11133969.0,9.5190001,3.70609890149,25.4622104543
11649294.0,10.019,4.07363783008,32.7100896987
8676927.0,10.141,4.54947666291,41.1876201588
9328682.0,9.9130001,4.01385716421,42.2744513951
10991398.0,9.6780005,4.03059206056,36.6231395006
10268744.0,9.9510002,3.72188618445,33.4614092331
9711269.0,9.7939997,6.37414064112,64.8188983021
10554179.0,10.081,4.31427458149,33.95156399
9713083.0,9.927,4.50067170795,40.3260338237
9406596.0,9.9239998,4.00230339686,35.9182430661
11197101.0,10.148,3.88557252718,30.7491260651
3634720.0,9.75,3.9000559098,38.9817644564
12117099.0,10.058,3.93235719625,30.9116836546
10426854.0,9.941,4.39649572497,43.3522444581
10489108.0,9.5170002,3.51209065825,34.529828303
10226276.0,10.052,6.02609292046,61.1586610699
8673221.0,9.7449999,4.13711756921,32.4102687312
9772366.0,9.6929998,4.52083863866,75.8621039549
11043831.0,10.031,4.23979800125,38.1857905415
6271732.0,9.9840002,4.05450213202,35.7890269467
12120327.0,10.067,4.00041336687,40.0334360293
9957219.0,9.8769999,4.15397108164,37.9026810695
11598312.0,9.9860001,4.86486208715,48.2116260552
3526061.0,9.9960003,10.6423118185,130.928377372
12122151.0,9.7150002,4.33111589947,51.3217886193
11241927.0,9.5080004,2.92778361595,29.2287914443
9970830.0,10.031,4.11148701902,59.6750191183
7428418.0,9.9300003,4.17169073644,41.363405678
9667930.0,9.9020004,6.10602406947,68.3997208657
11298776.0,10.145,4.51092468546,40.9449044312
9479404.0,9.8290005,6.98142838642,84.4404017353
2693261.0,10.078,3.85659527186,34.6506365065
10793890.0,9.9490004,8.46484539229,93.5288572924
9145955.0,9.7770004,10.9796791076,134.505555629
9226335.0,9.8699999,4.55395989301,63.4718621341
6103934.0,9.6660004,8.3739039468,102.067075313
9836930.0,9.8409996,5.92634880674,65.3276865193
7188504.0,10.038,3.952341489,31.1892712842
11358669.0,9.7609997,8.40668658301,102.800382833
11615498.0,9.9429998,6.11969614725,73.5660719544
10722175.0,9.5080004,9.52192959155,115.793265199
4659706.0,9.9379997,3.74774051641,41.0154306805
10728179.0,9.665,4.24821458833,38.3755290411
3429738.0,10.046,5.86060234738,59.5246453074
11337714.0,10.084,4.22257332483,37.9627949119
11871882.0,9.7910004,4.23890666444,37.927072213
12115227.0,9.9729996,9.4535254995,95.7562197921
9574730.0,9.7360001,4.8125454959,48.3894826685
10992711.0,9.9429998,4.04002331744,36.5466701874
9783226.0,9.8540001,5.3737841173,53.5386057408
9335570.0,9.9289999,4.17003779993,37.6241219877
10745775.0,9.8629999,3.9642803605,43.6001815977
3529480.0,9.7679996,4.57773912752,50.2613445681
10989210.0,10.1,4.63450717126,50.8404748641
9228469.0,9.9870005,9.17339142643,112.47384511
6756648.0,10.005,6.69702258499,80.9369543949
11087371.0,9.7869997,11.5318579715,141.456742582
11462972.0,9.8800001,4.43522782717,40.0141868043
11134982.0,9.915,6.68510009827,105.23286285
9532518.0,10.135,4.02035402434,31.7905779679
2695267.0,9.5129995,3.98334683162,31.6920853228
10659842.0,9.927,6.95482826859,77.7983565094
11447802.0,10.127,4.3682356354,39.3706766285
10604255.0,9.7969999,3.83094320443,26.3983747876
5172229.0,9.9580002,3.64912975287,39.7351995704
11033302.0,9.8579998,4.15265515165,37.3462427111
3631821.0,10.122,5.47478414038,60.7908098511
10095427.0,9.6370001,6.07713436102,61.4161083888
11046496.0,9.7950001,3.87832316314,30.8468302495
11342694.0,9.8599997,7.11271033671,72.356950928
9764708.0,9.8369999,2.89598160201,33.6078780198
9075225.0,10.092,5.34466063932,59.7194799875
10792949.0,10.062,4.61133613171,50.6655535472
5940060.0,9.6969995,5.63772551043,51.6348455697
