tycho2_id,parallax
TYC 3545-1021-1,0.523135043279
TYC 3545-523-1,0.493795820954
TYC 3549-2441-1,0.740242658258
TYC 3545-461-1,0.887223795523
TYC 3549-572-1,1.05796107817
TYC 3549-380-1,1.3355680329
TYC 3549-2869-1,0.394057134386
TYC 3549-2813-1,0.908704572521
TYC 3550-900-1,0.689877104692
TYC 3550-1536-1,0.844168768534
TYC 3550-262-1,0.303652530819
TYC 3550-668-1,0.403253972768
TYC 3546-118-1,-0.113080490724
TYC 3550-1540-1,0.598939003002
TYC 3550-974-1,1.43883314678
TYC 3550-318-1,1.47733302442
TYC 3545-1088-1,0.919206255949
TYC 3545-116-1,1.18629062172
TYC 3545-111-1,0.582702021626
TYC 3545-927-1,0.908897304839
TYC 3545-2139-1,0.79966175885
TYC 3545-961-1,0.522610969315
TYC 3545-1077-1,0.807406068353
TYC 3545-1099-1,0.472086175468
TYC 3545-560-1,0.738184386501
TYC 3545-1014-1,0.841837047486
TYC 3545-2701-1,0.892282188355
TYC 3545-2735-1,0.939572786013
TYC 3545-2679-1,1.83363501537
TYC 3546-886-1,0.472532885134
TYC 3546-1350-1,0.963421943376
TYC 3545-2681-1,0.787571915689
TYC 3550-360-1,0.658670854775
TYC 3550-748-1,0.490441362285
TYC 3550-530-1,0.770858767718
TYC 3549-2791-1,0.670386402448
TYC 3549-2716-1,0.686509134305
TYC 3550-1841-1,0.744848452914
TYC 3550-618-1,0.840963911597
TYC 3549-2835-1,0.959938021063
TYC 3549-2844-1,0.929388530684
TYC 3549-1028-1,1.02262369888
TYC 3549-1913-1,0.516248254594
TYC 3549-1225-1,0.547364041931
TYC 3549-2512-1,1.57689536381
TYC 3549-1735-1,1.33453579368
TYC 3549-2444-1,0.780825997113
TYC 3548-907-1,1.14697173361
TYC 3548-81-1,0.660538418452
TYC 3549-191-1,1.47124690733
TYC 3549-2771-1,1.10661243469
TYC 3549-2615-1,1.95983482187
TYC 3550-1685-1,0.742976888137
TYC 3550-583-1,0.934342936583
TYC 3549-1640-1,0.544115639468
TYC 3549-465-1,0.613956990539
TYC 3549-2051-1,0.924036541293
TYC 3549-111-1,1.15815744357
TYC 3549-850-1,0.601183093112
TYC 3549-983-1,0.471663889543
TYC 3549-1475-1,1.48998426161
TYC 3549-1192-1,0.516259909725
TYC 3549-471-1,1.67314835205
TYC 3549-468-1,1.03558670877
TYC 3564-2731-1,1.37800850917
TYC 3564-1597-1,0.904598562055
TYC 3564-1558-1,0.510797299548
TYC 3564-2012-1,0.873094391376
TYC 3564-2830-1,-0.0317821648163
TYC 3564-2990-1,0.807198071374
TYC 3564-3116-1,0.710832140787
TYC 3564-3088-1,0.903436388737
TYC 3564-3102-1,1.42762049756
TYC 3564-2930-1,1.37971106599
TYC 3564-3146-1,1.20908566547
TYC 3565-1214-1,0.871835364779
TYC 3565-116-1,0.55880337961
TYC 3565-216-1,1.56638753207
TYC 3565-1461-1,0.73729879775
TYC 3565-1421-1,0.762611539536
TYC 3565-1481-1,0.904045461778
TYC 3565-780-1,0.716129187977
TYC 3565-652-1,0.901969565787
