TYC 3547-1469-1
TYC 3547-971-1
TYC 3547-1626-1
TYC 3547-1368-1
TYC 3560-269-1
TYC 3560-135-1
TYC 3560-411-1
TYC 3560-1487-1
TYC 3564-1976-1
TYC 3564-2677-1
TYC 3564-2191-1
TYC 3564-2686-1
TYC 3564-2198-1
TYC 3560-122-1
TYC 3560-612-1
TYC 3551-509-1
TYC 3551-1007-1
TYC 3551-159-1
TYC 3547-187-1
TYC 3551-465-1
TYC 3547-601-1
TYC 3547-711-1
TYC 3547-198-1
TYC 3547-265-1
TYC 3547-436-1
TYC 3551-1107-1
TYC 3551-911-1
TYC 3551-251-1
TYC 3547-793-1
TYC 3551-129-1
TYC 3551-15-1
TYC 3547-1293-1
TYC 3547-1187-1
TYC 3564-1181-1
TYC 3564-227-1
TYC 3564-1608-1
TYC 3564-999-1
TYC 3564-1227-1
TYC 3551-1679-1
TYC 3551-2461-1
TYC 3551-281-1
TYC 3551-1719-1
TYC 3551-1737-1
TYC 3551-1634-1
TYC 3551-1959-1
TYC 3551-2163-1
TYC 3551-2355-1
TYC 3551-2338-1
TYC 3551-2446-1
TYC 3551-641-1
TYC 3542-221-1
TYC 3542-5-1
TYC 3542-868-1
TYC 3542-2210-1
TYC 3542-71-1
TYC 3542-2022-1
TYC 3542-842-1
TYC 3542-2424-1
TYC 3542-1602-1
TYC 3542-588-1
TYC 3542-1798-1
TYC 3542-98-1
TYC 3542-984-1
TYC 3542-1386-1
TYC 3542-510-1
TYC 3542-672-1
TYC 3542-1638-1
TYC 3542-646-1
TYC 3542-1578-1
TYC 3543-2244-1
TYC 3543-1808-1
TYC 3543-646-1
TYC 3543-1140-1
TYC 3543-1344-1
TYC 3543-1989-1
TYC 3543-1132-1
TYC 3543-1278-1
TYC 3542-1069-1
TYC 3542-153-1
TYC 3542-2411-1
TYC 3542-2360-1
TYC 3542-2156-1
TYC 3542-2339-1
TYC 3542-1954-1
TYC 3542-2417-1
TYC 3542-1199-1
TYC 3542-2075-1
TYC 3542-2161-1
TYC 3542-1838-1
TYC 3542-665-1
TYC 3542-105-1
TYC 3542-1224-1
TYC 3542-1034-1
TYC 3543-1293-1
TYC 3546-585-1
TYC 3547-2908-1
TYC 3547-684-1
TYC 3547-928-1
TYC 3546-1073-1
TYC 3546-931-1
TYC 3546-777-1
TYC 3546-1017-1
TYC 3546-399-1
TYC 3546-601-1
TYC 3542-46-1
TYC 3542-1016-1
TYC 3546-635-1
TYC 3546-949-1
TYC 3545-2676-1
TYC 3542-329-1
TYC 3545-2888-1
TYC 3545-2882-1
TYC 3541-2848-1
TYC 3541-2978-1
TYC 3546-173-1
TYC 3546-2253-1
TYC 3546-1440-1
TYC 3546-814-1
TYC 3546-1872-1
TYC 3546-1738-1
TYC 3546-1400-1
TYC 3546-2321-1
TYC 3546-1585-1
TYC 3546-497-1
TYC 3546-1967-1
TYC 3546-1962-1
TYC 3546-1840-1
TYC 3546-1238-1
TYC 3546-2040-1
TYC 3546-461-1
TYC 3546-2135-1
TYC 3131-1743-1
TYC 3131-955-1
TYC 3131-756-1
TYC 3540-388-1
TYC 3540-481-1
TYC 3131-1639-1
TYC 3131-879-1
TYC 3131-913-1
TYC 3131-736-1
TYC 3131-760-1
TYC 3541-2568-1
TYC 3132-160-1
TYC 3132-962-1
TYC 3132-924-1
TYC 3541-2599-1
TYC 3541-2463-1
TYC 3132-700-1
TYC 3541-3305-1
TYC 3132-670-1
TYC 3132-1484-1
TYC 3132-252-1
TYC 3132-658-1
TYC 3541-2874-1
TYC 3131-1545-1
TYC 3131-1756-1
TYC 3131-949-1
TYC 3132-1222-1
TYC 3131-1317-1
TYC 3131-1339-1
TYC 3132-1859-1
TYC 3132-1154-1
TYC 3132-1032-1
TYC 3132-88-1
TYC 3541-3265-1
TYC 3541-3300-1
TYC 3541-736-1
TYC 3541-1308-1
TYC 3541-2458-1
TYC 3541-232-1
TYC 3541-1834-1
TYC 3541-1018-1
TYC 3541-1158-1
TYC 3541-1586-1
TYC 3540-1328-1
TYC 3540-2881-1
TYC 3540-3019-1
TYC 3131-1671-1
TYC 3541-1134-1
TYC 3541-1453-1
TYC 3541-1052-1
TYC 3541-2336-1
TYC 3541-1197-1
TYC 3541-1861-1
TYC 3541-120-1
TYC 3541-1649-1
TYC 3561-1447-1
TYC 3561-918-1
TYC 3561-1315-1
TYC 3561-2106-1
TYC 3561-1287-1
TYC 3561-870-1
TYC 3561-1389-1
TYC 3557-13-1
TYC 3561-744-1
TYC 3561-1373-1
TYC 3561-894-1
TYC 3561-876-1
TYC 3561-1331-1
TYC 3561-1257-1
TYC 3557-400-1
TYC 3561-1077-1
TYC 3557-1047-1
TYC 3557-37-1
TYC 3557-1133-1
TYC 3562-1862-1
TYC 3558-123-1
TYC 3558-575-1
TYC 3562-1694-1
TYC 3562-2196-1
TYC 3562-1933-1
TYC 3562-1937-1
TYC 3562-1039-1
TYC 3557-38-1
TYC 3557-221-1
TYC 3557-1449-1
TYC 3557-1277-1
TYC 3557-1121-1
TYC 3557-454-1
TYC 3557-1049-1
TYC 3557-1587-1
TYC 3557-89-1
TYC 3557-188-1
TYC 3557-871-1
TYC 3557-1211-1
TYC 3558-1493-1
TYC 3558-569-1
TYC 3558-51-1
TYC 3562-383-1
TYC 3562-1082-1
TYC 3562-173-1
TYC 3562-303-1
TYC 3562-497-1
TYC 3562-883-1
TYC 3562-1204-1
TYC 3562-1119-1
TYC 3561-1835-1
TYC 3562-1679-1
TYC 3561-1954-1
TYC 3561-1881-1
TYC 3561-1804-1
TYC 3561-236-1
TYC 3561-1571-1
TYC 3561-1852-1
TYC 3561-1444-1
TYC 3561-869-1
TYC 3561-1706-1
TYC 3561-1256-1
TYC 3561-761-1
TYC 3561-1926-1
TYC 3561-1901-1
TYC 3561-1688-1
TYC 3561-2029-1
TYC 3561-1722-1
TYC 3561-86-1
TYC 3561-587-1
TYC 3561-992-1
TYC 3561-1934-1
TYC 3561-1948-1
TYC 3561-1402-1
TYC 3561-1411-1
TYC 3562-310-1
TYC 3562-892-1
TYC 3566-349-1
TYC 3562-97-1
TYC 3562-342-1
TYC 3562-444-1
TYC 3562-492-1
TYC 3565-436-1
TYC 3561-769-1
TYC 3565-924-1
TYC 3562-890-1
TYC 3561-578-1
TYC 3561-604-1
TYC 3561-1856-1
TYC 3561-689-1
TYC 3561-467-1
TYC 3556-2611-1
TYC 3556-3029-1
TYC 3556-813-1
TYC 3556-2243-1
TYC 3556-397-1
TYC 3556-2993-1
TYC 3556-1297-1
TYC 3556-575-1
TYC 3556-123-1
TYC 3556-815-1
TYC 3556-2399-1
TYC 3556-3213-1
TYC 3556-3481-1
TYC 3557-2075-1
TYC 3557-1630-1
TYC 3557-1689-1
TYC 3557-611-1
TYC 3557-1078-1
TYC 3147-77-1
TYC 3147-309-1
TYC 3556-3767-1
TYC 3556-2831-1
TYC 3556-2994-1
TYC 3556-2946-1
TYC 3556-2650-1
TYC 3147-565-1
TYC 3556-1871-1
TYC 3147-95-1
TYC 3147-435-1
TYC 3556-2895-1
TYC 3556-3111-1
TYC 3556-3724-1
TYC 3556-3179-1
TYC 3556-3603-1
TYC 3556-3559-1
TYC 3557-2114-1
TYC 3557-44-1
TYC 3557-953-1
TYC 3557-880-1
TYC 3556-3340-1
TYC 3557-1204-1
TYC 3557-1634-1
TYC 3557-1108-1
TYC 3557-608-1
TYC 3556-3618-1
TYC 3556-3390-1
TYC 3556-3696-1
TYC 3556-3204-1
TYC 3556-3210-1
TYC 3556-209-1
TYC 3556-530-1
TYC 3556-326-1
TYC 3556-2634-1
TYC 3556-114-1
TYC 3556-1170-1
TYC 3556-1632-1
TYC 3556-2020-1
TYC 3556-1520-1
TYC 3556-2316-1
TYC 3543-1368-1
TYC 3543-1961-1
TYC 3543-1440-1
TYC 3543-2222-1
TYC 3543-1908-1
TYC 3543-2630-1
TYC 3543-2219-1
TYC 3543-1240-1
TYC 3543-1884-1
TYC 3560-3228-1
TYC 3560-3088-1
TYC 3560-2844-1
TYC 3560-2954-1
TYC 3560-963-1
TYC 3560-2307-1
TYC 3560-2540-1
TYC 3560-2745-1
TYC 3556-128-1
TYC 3556-284-1
TYC 3556-1278-1
TYC 3128-1656-1
TYC 3128-1482-1
TYC 3128-481-1
TYC 3128-301-1
TYC 3128-494-1
TYC 3128-2485-1
TYC 3128-1048-1
TYC 3129-518-1
TYC 3129-1778-1
TYC 3129-808-1
TYC 3129-1967-1
TYC 3129-1767-1
TYC 3129-1024-1
TYC 3129-1036-1
TYC 3129-2003-1
TYC 3129-2435-1
TYC 3129-1187-1
TYC 3129-1529-1
TYC 3129-1655-1
TYC 3129-2665-1
TYC 3128-2364-1
TYC 3128-568-1
TYC 3128-1447-1
TYC 3128-194-1
TYC 3129-794-1
TYC 3128-2086-1
TYC 3128-1286-1
TYC 3128-238-1
TYC 3128-992-1
TYC 3128-1616-1
TYC 3129-1918-1
TYC 3129-1884-1
TYC 3129-798-1
TYC 3129-1020-1
TYC 3129-2402-1
TYC 3129-1790-1
TYC 3133-2682-1
TYC 3133-2134-1
TYC 3129-609-1
TYC 3129-587-1
TYC 3129-799-1
TYC 3129-607-1
TYC 3129-531-1
TYC 3133-2677-1
TYC 3133-901-1
TYC 3133-2606-1
TYC 3133-2680-1
TYC 3132-199-1
TYC 3133-643-1
TYC 3128-1215-1
TYC 3132-207-1
TYC 3128-435-1
TYC 3128-629-1
TYC 3128-19-1
TYC 3128-183-1
TYC 3128-1676-1
TYC 3128-1843-1
TYC 3133-1321-1
TYC 3133-1697-1
TYC 3133-2298-1
TYC 3133-1221-1
TYC 3132-928-1
TYC 3132-1318-1
TYC 3132-1339-1
TYC 3132-1453-1
TYC 3132-1404-1
TYC 3132-1580-1
TYC 3132-2170-1
TYC 3132-1803-1
TYC 3132-269-1
TYC 3132-1876-1
TYC 3132-223-1
TYC 3132-1087-1
TYC 3123-1482-1
TYC 3123-2038-1
TYC 3123-1774-1
TYC 3123-1854-1
TYC 3123-1220-1
TYC 3123-1938-1
TYC 3124-121-1
TYC 3124-111-1
TYC 3123-1142-1
TYC 3124-1385-1
TYC 3124-1301-1
TYC 3124-1998-1
TYC 3124-73-1
TYC 3124-1849-1
TYC 3123-773-1
TYC 3123-515-1
TYC 3123-939-1
TYC 3123-623-1
TYC 3123-1784-1
TYC 3124-1449-1
TYC 3124-2143-1
TYC 3128-480-1
TYC 3124-2345-1
TYC 3127-2000-1
TYC 3127-2080-1
TYC 3127-2259-1
TYC 3127-2121-1
TYC 3127-1682-1
TYC 3127-2097-1
TYC 3127-1778-1
TYC 3127-423-1
TYC 3127-432-1
TYC 3127-1741-1
TYC 3127-1485-1
TYC 3127-1472-1
TYC 3127-1421-1
TYC 3127-1127-1
TYC 3127-1662-1
TYC 3127-1335-1
TYC 3127-2078-1
TYC 3120-975-1
TYC 3120-736-1
TYC 3120-1627-1
TYC 3120-555-1
TYC 3120-225-1
TYC 3120-1581-1
TYC 3120-1027-1
TYC 3120-883-1
TYC 3120-833-1
TYC 3120-527-1
TYC 3120-321-1
TYC 3120-641-1
TYC 3120-1403-1
TYC 3120-949-1
TYC 3120-801-1
TYC 3121-995-1
TYC 3121-1495-1
TYC 3121-175-1
TYC 3121-107-1
TYC 3121-1231-1
TYC 3120-824-1
TYC 3120-826-1
TYC 3120-1084-1
TYC 3120-1202-1
TYC 3120-540-1
TYC 3120-778-1
TYC 3120-1060-1
TYC 3120-818-1
TYC 3120-966-1
TYC 3120-1120-1
TYC 3120-1178-1
TYC 3120-514-1
TYC 3120-942-1
TYC 3120-1424-1
TYC 3121-377-1
TYC 3120-1213-1
TYC 3121-1613-1
TYC 3124-640-1
TYC 3120-1033-1
TYC 3120-1087-1
TYC 3120-601-1
TYC 3120-347-1
TYC 3120-1733-1
TYC 3120-459-1
TYC 3120-1001-1
TYC 3120-1650-1
TYC 3120-1465-1
TYC 3124-1152-1
TYC 3120-1697-1
TYC 3124-22-1
TYC 3124-1262-1
TYC 3124-1424-1
TYC 3119-2481-1
TYC 3119-216-1
TYC 3119-152-1
TYC 3119-579-1
TYC 3124-2409-1
TYC 3124-1509-1
TYC 3124-956-1
TYC 3124-982-1
TYC 3124-376-1
TYC 3124-1986-1
TYC 3134-36-1
TYC 3134-232-1
TYC 3134-265-1
TYC 3134-170-1
TYC 2667-624-1
TYC 3134-121-1
TYC 3135-303-1
TYC 2666-262-1
TYC 2666-241-1
TYC 2666-211-1
TYC 2666-196-1
TYC 2666-348-1
TYC 2666-297-1
TYC 3134-84-1
TYC 3134-72-1
TYC 3134-237-1
TYC 3134-66-1
TYC 3134-596-1
TYC 3134-1604-1
TYC 3134-261-1
TYC 3134-31-1
TYC 3134-9-1
TYC 3134-103-1
TYC 3134-283-1
TYC 3134-242-1
TYC 3134-11-1
TYC 3134-244-1
TYC 3134-247-1
TYC 3134-1015-1
TYC 3134-972-1
TYC 3134-710-1
TYC 3135-204-1
TYC 3135-540-1
TYC 3135-646-1
TYC 3135-232-1
TYC 3136-92-1
TYC 3136-32-1
TYC 3140-2587-1
TYC 3136-813-1
TYC 3140-968-1
TYC 3139-13-1
TYC 3139-2059-1
TYC 3139-269-1
TYC 3139-265-1
TYC 3139-1615-1
TYC 3139-1579-1
TYC 3139-1675-1
TYC 3135-674-1
TYC 3139-557-1
TYC 3140-2340-1
TYC 3139-2264-1
TYC 3139-237-1
TYC 3139-2214-1
TYC 3135-718-1
TYC 3135-738-1
TYC 3135-290-1
TYC 3135-736-1
TYC 3136-123-1
TYC 3135-468-1
TYC 3140-2861-1
TYC 3140-2755-1
TYC 3139-2335-1
TYC 3135-589-1
TYC 3135-418-1
TYC 3139-2092-1
TYC 3139-2052-1
TYC 3139-1372-1
TYC 3139-794-1
