SNR1,SNR2,SNR3,SNR4
0.0,0.0,0.0,0.0
7.17839148606,72.341395715,150.173406478,43.7743997762
14.4178086644,51.3184466381,54.2664880503,49.6471672788
6.55754129007,9.22531923649,37.0978409309,36.8132713269
39.7151643105,36.4413272658,42.5555865621,21.2973250707
31.9018007248,106.566909063,125.812439765,29.1807687403
12.9679075727,22.2314672381,29.3474844272,24.983823398
13.8241693288,55.2554618092,202.021917479,127.266828904
6.49173636301,15.6688639247,77.3061111931,41.6932145975
0.0,0.0,0.0,0.0
17.0744018934,49.2732002878,79.4314239822,60.2986572221
50.3989188875,16.131255383,61.3533365959,48.0828389926
15.9609822454,32.5120501333,45.5138008201,19.0656926013
30.934416468,39.2087606385,80.2805966889,42.7339804208
8.710351317,21.4229836577,42.5344454183,10.983431304
62.6309461803,73.0107045626,114.688654504,47.7161271099
31.4214594875,40.55421821,66.7435777438,62.3816225139
14.6822598664,70.0557134895,126.562758565,44.6635454174
15.1330936261,40.2347875954,112.114474401,46.1675287163
10.6519933381,21.7752491506,38.6135752278,11.7393809211
48.4730901856,96.6308612629,308.086266764,164.276680924
6.21905922423,33.4352792457,43.5547048634,20.5720429361
9.67477218923,30.8885684327,48.6531459538,35.0687032521
13.0638774244,49.6706479279,168.696896388,65.9896438351
28.000803425,79.0869326452,82.8006519155,42.5713787028
19.3301307698,54.8575979216,94.9897880705,26.0506855629
16.6575346462,37.5990888865,37.8332807815,25.998483514
0.0,0.0,0.0,0.0
11.6334220848,17.8511290924,39.1197378465,30.8780477931
14.1505985006,13.5214778522,47.3395376594,44.6295323136
15.6760566774,33.6992711582,129.956509664,47.2655918622
12.5728002893,8.80267659704,34.2992473695,23.1062527412
5.95497039463,28.5604612278,36.4881324676,13.2679141491
15.0686794438,21.354513254,37.5166377846,21.8938027728
11.4859194538,42.8478727047,61.0249425931,42.0672207139
18.4014415694,79.6767370762,165.081810802,43.4645496128
34.4293027844,35.5386661863,104.287660916,33.2598658987
4.89643035674,32.904223405,82.7398834357,56.2887073763
53.8075183854,145.905567345,251.871620912,69.6329550359
4.95864281786,25.6032047269,48.9134295035,24.865013526
26.6734741743,29.4105737086,57.9737235681,41.6931368854
21.2505442458,4.97299325343,10.7161608805,13.2344205012
5.9837777069,19.7435083649,99.0486091874,67.6523457793
11.2051718321,21.1918610283,17.7856919536,17.2584901523
19.6502028657,96.3167804721,179.398461522,50.6284047481
27.3995570568,41.4331712727,19.1980322473,4.6815754678
18.4704640335,32.8332924656,64.9291767341,21.4603696721
0.0,0.0,0.0,0.0
9.13312991815,36.1778683451,51.5854040093,40.0478686576
15.2111163396,29.9384206811,51.4401458466,31.9277431452
5.55719178858,23.0394320364,125.892665832,29.4357133018
30.0121829143,54.3931835767,37.7449145797,20.6306444504
31.6105515421,87.9394485323,143.413629376,38.8606661292
17.2533154482,37.4793729344,186.43146266,64.1407386419
40.2305383204,38.5043164028,55.9338544015,14.3937625426
24.9111971455,49.4156546002,58.6276001671,42.048174536
0.0,0.0,0.0,0.0
10.3178582821,35.927983458,136.008578116,88.0394309487
15.2788240065,38.9468730503,135.161274497,31.6815712381
8.02329572234,16.2633286462,39.2260865947,30.236757704
0.0,0.0,0.0,0.0
27.7249253051,29.6157548277,19.4079171751,6.19038592809
24.4937493742,30.3504999283,195.6035409,43.2954509454
29.875280174,59.3997070716,40.2270451327,13.6939448419
50.2930283552,93.3617130887,206.959615106,137.74787299
10.7434864961,41.5668506961,53.6718842079,47.9015297692
14.9592610997,31.3548059355,67.2438898725,35.8905153194
23.2040943328,62.8448361401,55.3060281673,21.3044430991
10.9653240001,14.9679712718,39.6212485566,6.62748690478
15.1791202594,29.0207878917,40.9542083423,36.5033277123
0.0,0.0,0.0,0.0
6.03804541051,46.3677371326,41.2160445207,14.9874440479
0.0,0.0,0.0,0.0
20.1751029892,17.6247789861,44.1169438643,29.8292677176
7.23374416277,36.6306671995,217.482925988,135.112640562
13.8021189371,10.810259701,42.758967471,17.6658440473
7.72089487554,19.9293316291,75.1243693568,66.7355432338
28.3056517617,30.9302304374,78.5967971868,36.0641210234
14.0759406414,28.7502587594,238.048374831,93.0949286236
13.1873945643,26.8195798071,64.2293447996,21.4594523541
47.0899537986,21.919423813,78.1244044067,23.1545334988
6.39186496327,39.0562591362,44.0843366584,40.6241977715
23.691589353,47.1966735901,116.550385819,31.2966734969
10.1712410907,33.9654490938,79.7845572705,29.3988932731
41.3636122252,110.181243351,157.222134777,19.878846485
30.0214494327,31.0725880061,22.2875468214,9.11601379458
11.07951639,45.1660391478,151.816765272,32.4121982092
0.0,0.0,0.0,0.0
57.6324199905,74.733677817,59.0196141271,30.2273383223
16.9423363418,67.5770499602,29.0203335855,22.6762016418
13.0976403699,38.420964271,46.8486210834,33.3652800175
24.9493019714,32.0861104805,38.2237001064,11.4061781152
8.23483955036,17.9644029559,46.659439573,42.5011610252
15.6848984349,42.0800883937,91.6762654127,73.4683888566
42.5543312565,84.1198900821,217.980304075,109.963883818
40.0563539212,48.317460201,50.5373818618,20.2589656618
33.5942315832,28.8285913012,52.2626149872,15.5221004922
24.9669054121,18.408247902,33.8601946407,16.4027701623
51.5630777424,143.25846446,182.008150561,60.4109583423
19.6772281975,35.6910126609,33.0863616194,22.6151758587
6.38238565237,10.4324298663,34.2095207569,24.7198260569
12.6923470072,23.2892784546,43.8631428506,10.3458977029
97.455828411,113.3318961,135.028142645,72.2118788781
7.33482943022,19.3778288353,94.8360114669,23.0889267601
14.0573219933,28.8623251311,19.1514375079,16.5952386194
5.44137856966,7.35748748387,33.8516462486,23.9767414816
10.1207816669,29.0291391543,33.6191725175,21.8525088022
27.2279390525,34.2761357673,25.9671075028,7.24908281104
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
11.9744879338,31.2042272369,43.9060126594,22.9038836137
9.60198194956,21.5012939451,30.4389260828,29.1609736792
11.5946307764,33.2567492789,90.3822162135,28.8648037344
20.9317554866,82.645583157,309.195325745,49.859277281
61.3209662982,83.5118218012,90.964752442,19.9242560429
30.0793966804,82.5283781931,92.2058791588,45.3351476289
14.4560717454,46.0190789209,117.931984993,34.199821608
31.0591861392,35.217794374,68.3106378967,32.7520936481
32.9902522827,41.1773483339,48.3466497514,40.1374703875
0.0,0.0,0.0,0.0
10.3001881185,48.5584413464,250.384833747,227.374112243
44.0830583868,48.2781419981,393.214485092,132.920949523
16.7908610274,24.1988327652,65.8952835255,27.8096885085
28.6383815621,50.4676648187,72.2207433512,30.1380763664
21.4812511136,49.4620114332,58.7146643927,20.0182810022
12.9998023021,16.7097920796,37.6650976932,35.6090396944
19.418961564,36.378539535,69.9474088739,25.360766754
9.260011193,18.6610116081,40.1234320782,39.3659817925
38.3825193531,86.586619824,124.152346535,84.6571935801
12.2987066771,37.3724061757,41.2986348384,39.5661096674
13.7775462437,27.5945946422,64.2872472288,50.4624363767
16.5961112597,40.1620725215,56.8771048413,38.3381936422
15.8886409031,34.6197517272,157.751268106,140.474031442
12.4418838788,35.7599664873,91.8801187357,37.4998550205
13.9863068218,19.865376351,54.128128619,52.9412268432
10.2839005386,70.8352660961,61.4630287175,14.1807423547
0.0,0.0,0.0,0.0
14.6451330357,25.6631538919,72.9875302031,31.9513724903
6.67952193145,14.9752323114,56.4857511314,27.8438060881
33.6765827492,34.8100137608,42.7913302063,22.9036377056
39.6805902072,32.7456413056,70.793517704,64.905322397
74.488571338,138.482981641,163.735924978,14.2402936523
11.5985539285,13.7693870488,159.036924509,127.680685815
30.3201899163,119.066501858,179.963597777,120.604523015
16.0528594065,17.7285950855,31.5695283831,23.9603273472
13.3244901278,21.1540105802,109.278859514,50.6455001407
7.17853434698,26.7613789467,42.9889086575,25.1966037045
30.4247374334,129.156323137,35.7950241168,13.9010216551
30.6921687223,55.5145748002,70.8495292002,29.0575089371
8.68338359824,41.3565264273,152.718899172,106.708618766
19.7676764744,35.4231956544,59.4916209226,17.6492377944
12.7580018046,43.0820916898,89.022218128,75.8409485839
6.89491015982,20.1007921815,48.4186696582,32.4616590252
15.5905115283,121.647787302,159.42890577,40.2209886778
8.5419016947,20.0388961908,33.2118642356,12.336149533
25.1155935441,15.4607354535,37.9315982063,26.4960254763
24.7586031685,38.1312137969,39.2010113056,22.6576096057
38.460838249,25.6471214377,48.830528211,18.2216936616
16.0901259016,24.3408323917,40.4713174348,23.328320135
15.2309134953,28.9349810702,46.0426245958,34.8509928979
65.275681598,224.505829412,224.618554432,31.3138169509
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
32.7035380464,118.55093828,245.068184165,58.2574427781
10.432923711,67.9509970288,292.338302254,70.099596909
23.9182192972,23.8286517563,24.9340107355,22.6515422247
29.8234208402,46.3495565274,105.85182334,52.3615941675
11.4359904936,77.9005235153,112.748178913,25.9803484869
21.2986050734,68.7869486472,187.572574314,41.3165501223
21.3369581916,52.4620244495,146.292065762,100.809717865
21.9000728416,32.6522592933,93.2090743172,57.024255637
16.8057295375,36.2423011834,42.6746663341,23.2584990649
46.0767934463,22.8078923264,64.2244001665,23.9139066335
20.752282877,53.6461951537,53.8802606602,29.567677594
15.1177525852,13.9840294818,81.0739615083,24.2389884701
42.3974874814,43.0139827911,8.29263390793,10.0323585104
12.4456131868,32.7229076024,74.1733090163,31.1044778246
8.97769430023,38.8137401197,79.2392001014,37.6482652718
64.5870605282,67.0473058758,24.9408485385,20.8323289648
15.3089188143,45.0224833764,48.662069514,42.4923538781
0.0,0.0,0.0,0.0
8.1271251784,24.609208506,27.1869933264,16.0754999511
7.43986031583,23.1360823254,119.065577538,94.8056446549
32.9656355999,27.5495604235,64.9631271846,52.2894941503
27.8719756181,60.619652584,74.2916668565,28.807461958
29.6640822192,53.0389974848,17.9494215573,16.4591802535
16.2318871635,32.554670231,61.614472805,18.3373546907
8.28366636935,10.2077551168,65.4902533883,43.9824970167
8.60149700573,25.5594802567,83.6204208631,38.5441341419
9.14011790607,20.9454677302,207.566931212,157.597982277
0.0,0.0,0.0,0.0
18.9893998103,26.6193399096,48.6731840552,13.4157909003
9.69018562749,18.0098301999,64.0564749367,32.1716139465
7.18334140784,28.3542268719,143.08897979,81.0574850526
7.17187463757,26.9698765472,53.9633345926,43.5103614857
41.4560836403,52.1995166394,22.6250379018,11.5475086386
12.294329755,10.8514416173,27.7678140425,13.8681884661
18.1419443648,37.7483305006,257.211547306,213.712365747
13.8955787797,14.6798044057,46.0642440958,37.1998093343
0.0,0.0,0.0,0.0
14.2948900323,37.7546546745,91.1087136417,63.5978989337
17.2199892714,39.8971984801,107.060955507,24.744817537
0.0,0.0,0.0,0.0
54.038180282,30.8189850564,92.8980442433,28.7492222926
0.0,0.0,0.0,0.0
18.844648903,10.5037017145,49.9391797376,49.0030343301
4.78415285362,13.391613738,45.3259807277,31.469849278
25.2595059774,48.6407208403,36.0510653063,28.5079135603
13.8962609598,7.0544673007,55.171559688,30.252975437
26.4073358787,58.9492670821,95.0858212875,45.5199281366
8.2288495476,12.6288853422,45.2947503791,37.4986551349
0.0,0.0,0.0,0.0
14.1885856386,17.3053355052,71.1206089222,28.7844953625
43.3232687725,75.1643607411,125.850395127,66.5987454433
26.6066439808,26.1667312463,41.1279143671,19.2604630645
70.883095073,84.474512927,87.0001825082,20.1202974865
12.6829154904,16.1290406159,22.7612303358,5.25994058801
13.0452799096,27.6895212643,56.4275357424,50.7360630665
26.1201454019,28.3842641629,120.118134286,42.6340829245
0.0,0.0,0.0,0.0
34.9380357317,47.6115693005,22.2078179491,14.8186342994
15.9737200146,35.2014303378,50.5349812024,42.2018819156
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
49.7162216913,37.3260235965,77.4018551597,11.380062324
12.0505627909,27.1602649092,100.549213417,29.1155168963
21.5092773767,37.8437835561,44.5285416972,30.6641642345
0.0,0.0,0.0,0.0
12.6078411299,49.074897224,37.0293116328,31.8223319223
6.33253963773,16.2946921992,65.3729273575,16.3825980613
8.44365140347,16.0760921507,34.5895786346,21.8495502139
11.1901678961,10.1152068901,64.1760345786,26.5985630193
15.4311739246,16.6495375469,40.7188447123,16.5510559483
12.1934411903,29.8130205686,60.7948073348,13.4891984441
32.1694046042,32.098999553,45.4345285225,15.3882930181
52.8058115367,60.4601115605,85.4478718285,46.0438313279
0.0,0.0,0.0,0.0
22.2186451757,25.2913802285,29.6838845563,20.1421886115
20.1704659557,56.3660067859,30.1919374767,13.7469514082
64.8943307787,154.277272813,157.495786338,16.9025373488
19.5419861636,33.4140994103,41.2611824758,20.9523441948
34.1076665889,107.920433596,21.7442730709,15.3350202364
7.38887177597,27.2009060912,39.2507656877,29.8527767994
20.7048988094,34.8476068838,54.3173307247,16.8630776721
25.0190160113,31.8036608038,44.8390559248,33.4366315737
31.1810078271,41.9392314989,29.7853144999,28.1433379166
10.1460821044,22.4566013617,57.9823262307,38.6833086977
15.3390839165,28.8600005461,27.9272684003,14.8806470334
96.841517108,191.482216516,689.119926768,171.401736268
11.1181287767,37.7280887503,46.3205301155,17.0843401266
12.2220585132,19.4299837979,37.5326270201,22.0480625682
8.6857706029,10.4823112228,38.354436478,35.7185010003
9.61707259438,27.802120465,37.1262653204,12.3700552572
16.4732619694,23.674842341,19.7237254809,19.0808204938
9.21321019152,8.07469612379,30.2176942243,13.2623614181
9.04616757545,25.1119824579,87.3578280524,74.6580835025
0.0,0.0,0.0,0.0
22.0060794678,32.8371466821,48.6405648771,21.6465819851
11.3925380843,39.0760125998,21.7507584267,23.7908704779
23.3036930439,27.7592778716,41.0566049369,33.0676527791
48.4543538266,153.045631693,169.742516373,49.4921473138
23.4212908696,63.1496984227,150.016983312,56.3352700651
4.34836579716,8.8820972415,39.7024467525,29.3835441526
5.44574112581,14.2265562204,127.333539318,79.1437812556
16.9521768913,66.2905574546,168.437240963,67.1599143159
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
32.6613678402,47.0425268341,37.8683856078,16.2298868799
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
10.1493448111,27.0525240248,90.0954023327,47.4167032121
14.261935298,28.7023083071,103.060770116,57.3099576039
15.3008056984,26.9622173511,40.0837321869,31.4296581647
10.1648054508,18.137451598,56.2245634985,26.0300294856
31.4072846676,51.9322370252,221.963937911,52.6220878587
15.5863801001,23.9715662341,110.069576129,23.4016826905
0.0,0.0,0.0,0.0
12.1617105368,23.026335034,44.1170781288,37.4813678614
24.4505876708,108.033672378,156.422498697,39.7618503956
8.44871222906,24.2403529289,64.8619593607,22.4046872916
26.4915414318,33.6646783742,35.6324724749,11.0362126462
7.96594990942,49.6923034246,66.8564626413,13.183571676
14.5953567268,22.5668036728,49.1560403419,26.2446606639
8.10317526158,29.6886810163,48.0999941366,13.1608834262
13.2094117487,25.0088698403,67.7083854272,61.4566054499
28.3697794274,41.3737353706,228.569247897,75.1145958203
15.1360355931,29.0989637932,70.469608339,33.6906788118
31.1314522188,37.6563086063,43.3492111178,26.7616524109
31.1666051381,33.6691573967,69.3520118891,14.3383382186
46.8424132302,62.2790067342,62.6153392988,14.5603538185
8.14849781092,24.4233082909,50.8461383991,44.8986037012
0.0,0.0,0.0,0.0
5.43522956819,11.0702530002,51.314102487,38.6427643752
38.4137117386,95.8657882792,40.2120346004,10.8108340054
18.6710467003,84.4371034489,77.5528020237,77.5528020237
5.57530001197,28.94821615,37.2956645784,31.1520579275
29.4419446092,52.3029284335,159.408040536,38.5706247985
14.2446851323,48.2984509859,13.7015418456,9.66424492834
26.1605557328,56.953552388,58.4903959049,25.4513224252
36.9216360572,112.709442202,134.878661396,85.2311118307
35.4416453632,50.4580994432,24.0606209385,13.1113192466
18.5132828026,9.08987547545,38.5354151898,38.0119404187
18.9811131099,49.5288774093,61.1016685436,28.9927675626
7.20169006298,14.449437425,30.9303635307,10.2339078317
39.0077953453,83.2391246784,90.1130992909,20.0765154539
42.5080328095,42.5609377798,42.5609377798,33.6970901756
34.1374351773,73.5404725759,51.3649385094,22.6154786855
26.248044206,50.4363935989,14.0659296118,13.8813932181
21.5455684427,32.7156896531,79.5618767378,19.3646121988
9.01375724995,23.5256842912,96.3971823979,24.19202677
18.0705432219,40.7107927599,102.614562492,47.194027078
13.2830255237,30.7939779079,33.7937537356,31.9580643719
8.19178101746,21.401486872,50.4520961291,38.0697253762
19.998305667,23.1971829931,41.5123721457,40.7812019793
21.6613761035,37.907992479,78.528788503,68.6527431283
20.5860723152,28.360593946,15.0781976856,11.9855486351
15.7627468996,23.7986214082,48.5510875334,20.597425631
6.69453000354,29.1452951132,45.8793586812,35.1743633994
33.6014084512,157.513046598,385.962484951,30.7431032133
19.8651929278,48.603262708,52.894136143,28.7879329881
0.0,0.0,0.0,0.0
9.94845048419,26.8561036193,101.736807707,59.231030455
10.7075249053,27.6743355817,47.3116813478,10.9887532154
17.5062035209,30.7235031636,42.6230908229,33.8103642275
16.0844467256,17.1011477159,18.7808188374,8.7271079555
0.0,0.0,0.0,0.0
13.2850463501,34.3068255501,43.6880054784,20.8390977119
27.552551976,25.6390438381,27.215345515,19.5785218734
24.6981860763,27.4606963189,33.1927373162,29.635871813
12.7942234636,43.6599417664,154.193242321,77.0981385643
0.0,0.0,0.0,0.0
29.6932810053,30.8673265373,24.9922229137,24.9922229137
22.3525416714,47.8421855392,80.6256355391,77.3757098504
27.530285816,83.1064300236,101.042917962,28.3501857505
8.55185329073,25.0121555609,50.7717397865,49.2549291521
30.2247307375,102.173078147,129.413918897,36.9871649862
40.8851825488,43.2007157565,43.8754526489,9.15989315825
0.0,0.0,0.0,0.0
14.5302340491,13.1715455795,27.0582495887,16.0438522152
44.7397905731,49.6358579333,40.9651946173,23.9914631379
39.0408591621,143.939708655,338.339876607,154.689769915
44.6239996112,31.1652839115,51.822411741,15.4748537243
10.7829990967,28.0071790124,45.1352732723,20.6410475374
10.2481565155,14.0815063663,74.6274656637,44.1886312798
0.0,0.0,0.0,0.0
22.1512052389,23.6616697746,36.5362263098,15.8164013665
22.5994271019,18.0197594607,25.4653527265,17.2064881685
35.2054620098,38.4299288035,47.0242350221,31.8211234401
91.5285346047,156.514352248,179.61575483,41.2457540367
15.4126970861,34.7628970874,43.8718950112,23.1079995683
10.0688616708,46.6674655432,80.7101611655,54.0355109022
14.4184638121,39.1636725121,50.1063811712,28.9437229672
72.8513458408,103.413750624,190.922236648,79.6846972505
12.9087403808,9.35740663778,42.3370369899,32.9750197128
7.47445733348,10.1513584676,30.5353164849,20.017013111
24.1155350131,31.6110910346,32.5707541161,6.20175082435
6.20656226678,26.5684417342,184.755597499,92.3064282028
32.1496831172,33.8612749152,22.4260991453,22.7530032411
11.6184338486,31.0407780475,102.233141968,45.4840428439
13.6115676617,29.4480129438,35.0098185963,33.8769936311
20.6112715623,44.587407551,37.4420108626,30.0740967325
0.0,0.0,0.0,0.0
12.8894236945,12.3580155211,44.1293552086,42.129449617
25.2717272354,85.8684823819,160.051774674,120.603087527
15.5502478699,36.978552887,68.0462409919,39.8673811582
7.88242488645,27.0046875928,42.7529538342,37.7708613092
23.6858591946,44.5679119208,56.4456330115,26.7697759015
13.7038033913,21.9850890932,39.6369982247,27.7836382487
23.8204273066,30.1267955595,83.0927734909,46.2687634479
19.7746134552,36.4030969437,68.4593313016,28.5925610481
15.6113169147,30.4159979314,86.0107373191,52.814069738
58.2071448985,48.4104023837,77.621261848,45.4133476742
19.5939476957,47.6032284653,178.058442447,37.4466159528
24.2027585489,42.7287758396,50.9219169272,13.3442651958
15.6731024392,17.2126490472,42.8546357743,33.8411894545
0.0,0.0,0.0,0.0
22.5784283733,22.3549724769,37.7189747708,23.6063578999
31.4482060974,40.509963205,54.3757192477,17.4808916785
26.2685909087,24.8387828586,55.9140824851,37.9860648249
54.8868738162,48.9871411497,123.725795344,28.5082740933
0.0,0.0,0.0,0.0
13.2891956549,39.4228890375,56.5198798861,17.4681737294
17.528286602,44.2674221624,66.1641908556,45.2220033422
35.2980640606,53.4655353959,21.689165123,18.4251566275
27.4613027174,30.4297982941,58.4747978809,9.22115496994
0.0,0.0,0.0,0.0
9.94134591642,22.5685120219,38.349494867,19.8180659558
23.0263899357,44.7251529001,106.690167276,50.1546499701
41.0261761375,153.68462321,825.458443054,104.024013697
35.0581953651,56.1099338844,112.658246581,57.7127508438
16.6066725759,11.8212560449,26.8985564522,25.5543780183
56.271694106,70.6601370501,84.0426095338,81.9364774436
21.587526568,29.4130237937,51.1065785823,19.7619002667
38.0756280594,85.6869968277,113.295598565,35.0000485848
23.7401475069,31.8157123579,46.7217408839,16.6769465043
18.1268996564,81.3862497193,145.103739121,55.8800319302
10.0793975003,12.0180030024,74.5774082356,31.8731575893
44.9089235025,92.1808648992,99.5342989518,14.2643098748
13.4892529169,24.8775366675,24.7021036892,19.1270531597
34.7036346491,65.1720513179,70.3953966768,28.2146268252
20.6525815717,53.8955586391,122.742692075,59.7902267837
61.4670624316,69.9508915195,79.2631282399,31.0822097376
10.5672900787,12.9415636966,48.3408259945,41.8121738084
74.0216197659,108.706619789,128.558752248,51.2855806245
57.4683197401,65.6759259088,113.273240014,32.0398259364
14.7352087983,28.0304668134,36.3251439276,23.5780107163
29.3937057285,111.276822148,307.447373657,81.7837001083
14.4917811259,32.5053090077,78.6080910964,38.263680861
0.0,0.0,0.0,0.0
19.4874447766,40.1969971677,45.2807911389,11.8053089008
11.7677441331,30.2483133236,27.162003864,21.442421631
8.04292413935,16.6981584214,31.1829955172,29.5548714489
11.3540036094,23.1925829202,49.4498713029,37.1151183136
17.3155659761,22.4181423302,39.2826549069,33.6595401499
9.41854285588,16.5915441876,32.3322579601,28.1865545932
29.8037053381,77.6135670504,219.701741129,46.9315330271
7.48662908527,11.171202707,63.848035094,44.3785101706
12.7554560139,43.2810515497,87.5103358107,43.461317614
10.753983251,24.3938635525,33.0970121564,17.3562742389
10.4173180693,46.8387074071,31.9596121944,27.7206649477
0.0,0.0,0.0,0.0
34.2040240399,30.5308518654,124.181971059,115.808350052
15.9742129242,31.8367956561,35.9234709868,14.5407190838
0.0,0.0,0.0,0.0
21.7075752154,27.2335249148,82.5839389736,38.7302610641
40.5032414917,15.6217773581,60.966517309,39.994124381
18.1885735397,39.4189004107,81.4304289351,26.7295743498
38.6795866044,44.2389658047,75.9429556465,40.2059352502
13.863046083,91.9215636101,104.692158327,31.0166681828
18.8061668716,74.0992345901,237.882262349,84.5973321742
16.4391758319,39.0610915205,46.2291311173,32.7608020184
5.92109670694,28.6665630846,46.2505372274,24.8911985479
25.1478984408,31.0567485665,39.4235247726,21.9771737613
6.62179178206,15.9479613166,49.20048999,40.6758582517
8.82780822651,47.2557810427,46.6221906403,34.5517823508
20.4254286057,43.3912839939,43.7029396231,23.7981627876
8.63383287861,18.3601338022,70.1987086092,40.94240622
14.515449415,40.3698614595,52.6929051893,51.7526642489
15.2069955637,48.1530474322,97.8424923025,27.8092616913
14.3323686959,30.8932323877,38.6407485893,24.196569784
0.0,0.0,0.0,0.0
8.31346079736,24.0276869929,72.5542015402,59.6076415541
29.8809025502,64.9382974316,138.441608313,24.9280592832
3.38996863726,11.6070828785,29.6379080171,21.1758599632
18.596027066,37.2253288572,37.8931451017,28.4153957062
0.0,0.0,0.0,0.0
5.88647253144,17.3072459992,24.282775891,18.801250681
0.0,0.0,0.0,0.0
7.92799980829,43.9205276181,115.111189719,23.4485097756
28.0875090684,26.8824251156,51.2212763991,26.1651336331
14.9741562782,23.8021419043,72.9143603998,52.1867752854
18.7046374524,42.0609772083,61.4313623489,21.0970748209
41.744652235,63.9464378562,99.6932429653,18.301316881
48.7914342759,95.4452759404,119.739933105,38.0720064572
24.1250998297,117.868376661,550.209274699,111.369129166
11.4227634445,16.2314690498,38.2120369896,23.1601517831
11.1128783458,39.0205443855,70.1466531421,19.8213187061
20.1508871487,32.5156254822,40.9967537562,18.9909497231
15.3734142084,48.8150128386,389.855037047,59.5514753463
13.7833416534,20.5976266606,22.6782735609,22.556788803
10.6547998061,65.6908072939,36.2979303918,13.5628990585
0.0,0.0,0.0,0.0
10.2765806475,52.4043107708,22.0861294701,21.6369879963
4.21755688134,13.525231028,51.0906584096,44.6620553674
17.1103277448,49.194157736,35.3369522291,13.791286194
0.0,0.0,0.0,0.0
19.9054676893,22.6274071704,54.8250587288,52.4558766954
11.3290381791,44.3561764595,68.293698322,65.7915832032
